seed,mode,sec_idx,sec_mean,sec_var,equil_price,total_demand,supply,excess,tat_iters,converged,max_rel_excess
5,independent,8,1.2442212011906162,1.2442212011906162,1,0,20,-20,500,false,80.0
5,independent,19,2.975835469640247,2.975835469640247,1,0,20,-20,500,false,80.0
5,independent,17,6.830795193840366,6.830795193840366,1,0,20,-20,500,false,80.0
5,independent,1,2.835773134886159,2.835773134886159,1,0,20,-20,500,false,80.0
5,independent,14,2.423343646385962,2.423343646385962,1,0,20,-20,500,false,80.0
5,independent,15,4.834336059732399,4.834336059732399,1,0,20,-20,500,false,80.0
5,independent,18,5.356852012535277,5.356852012535277,1,0,20,-20,500,false,80.0
5,independent,20,6.516360234088303,6.516360234088303,1,0,20,-20,500,false,80.0
5,independent,10,9.813428729543975,9.813428729543975,9,0,20,-20,500,false,80.0
5,independent,13,7.550691290798455,7.550691290798455,1,0,20,-20,500,false,80.0
5,independent,16,2.4915033917241622,2.4915033917241622,1,0,20,-20,500,false,80.0
5,independent,2,9.01554519037087,9.01554519037087,5,0,20,-20,500,false,80.0
5,independent,5,5.068397739082559,5.068397739082559,1,0,20,-20,500,false,80.0
5,independent,7,8.099493903712204,8.099493903712204,1,1620,20,1600,500,false,80.0
5,independent,12,7.93149894112151,7.93149894112151,2,0,20,-20,500,false,80.0
5,independent,9,3.9428720240136164,3.9428720240136164,1,0,20,-20,500,false,80.0
6,correlated,6,5.408841515020064,5.408841515020064,2,0,20,-20,500,false,62.0
6,correlated,5,9.501316610126269,9.501316610126269,12,20,20,0,500,false,62.0
6,correlated,8,5.269835580190138,5.269835580190138,2,0,20,-20,500,false,62.0
6,correlated,1,6.951899059437814,6.951899059437814,4,0,20,-20,500,false,62.0
6,correlated,4,4.425143829778039,4.425143829778039,1,0,20,-20,500,false,62.0
6,correlated,7,8.99050206424095,8.99050206424095,10,20,20,0,500,false,62.0
