seed,mode,agent_idx,cons,sec_count,n_sec_types,utility,tat_iters,converged
12,independent,8,363,20,8,10.599510525979277,500,false
12,independent,9,363,20,8,10.599510525979277,500,false
12,independent,10,363,20,8,10.599510525979277,500,false
12,independent,11,363,20,8,10.599510525979277,500,false
12,independent,12,363,20,8,10.599510525979277,500,false
12,independent,13,363,20,8,10.599510525979277,500,false
12,independent,14,363,20,8,10.599510525979277,500,false
12,independent,15,363,20,8,10.599510525979277,500,false
12,independent,16,363,20,8,10.599510525979277,500,false
12,independent,17,363,20,8,10.599510525979277,500,false
12,independent,18,363,20,8,10.599510525979277,500,false
12,independent,19,363,20,8,10.599510525979277,500,false
12,independent,20,363,20,8,10.599510525979277,500,false
13,correlated,1,394,20,12,10.684726791661657,500,false
13,correlated,2,394,20,12,10.684726791661657,500,false
13,correlated,3,394,20,12,10.684726791661657,500,false
13,correlated,4,394,20,12,10.684726791661657,500,false
13,correlated,5,394,20,12,10.684726791661657,500,false
13,correlated,6,394,20,12,10.684726791661657,500,false
13,correlated,7,394,20,12,10.684726791661657,500,false
13,correlated,8,394,20,12,10.684726791661657,500,false
13,correlated,9,394,20,12,10.684726791661657,500,false
13,correlated,10,394,20,12,10.684726791661657,500,false
13,correlated,11,394,20,12,10.684726791661657,500,false
13,correlated,12,394,20,12,10.684726791661657,500,false
13,correlated,13,394,20,12,10.684726791661657,500,false
13,correlated,14,394,20,12,10.684726791661657,500,false
13,correlated,15,394,20,12,10.684726791661657,500,false
13,correlated,16,394,20,12,10.684726791661657,500,false
13,correlated,17,394,20,12,10.684726791661657,500,false
13,correlated,18,394,20,12,10.684726791661657,500,false
13,correlated,19,394,20,12,10.684726791661657,500,false
13,correlated,20,394,20,12,10.684726791661657,500,false
13,independent,1,387,19,5,10.664961344150203,500,false
13,independent,2,387,19,5,10.664961344150203,500,false
13,independent,3,387,19,5,10.664961344150203,500,false
13,independent,4,387,19,5,10.664961344150203,500,false
13,independent,5,387,19,5,10.664961344150203,500,false
13,independent,6,387,19,5,10.664961344150203,500,false
13,independent,7,387,19,5,10.664961344150203,500,false
13,independent,8,387,19,5,10.664961344150203,500,false
13,independent,9,387,19,5,10.664961344150203,500,false
13,independent,10,387,19,5,10.664961344150203,500,false
13,independent,11,387,19,5,10.664961344150203,500,false
13,independent,12,387,19,5,10.664961344150203,500,false
13,independent,13,387,19,5,10.664961344150203,500,false
13,independent,14,387,19,5,10.664961344150203,500,false
13,independent,15,387,19,5,10.664961344150203,500,false
13,independent,16,387,19,5,10.664961344150203,500,false
13,independent,17,387,19,5,10.664961344150203,500,false
13,independent,18,387,19,5,10.664961344150203,500,false
13,independent,19,387,19,5,10.664961344150203,500,false
13,independent,20,387,19,5,10.664961344150203,500,false
14,correlated,1,381,20,11,10.578471138317365,500,false
14,correlated,2,381,20,11,10.578471138317365,500,false
14,correlated,3,381,20,11,10.578471138317365,500,false
14,correlated,4,381,20,11,10.578471138317365,500,false
14,correlated,5,381,20,11,10.578471138317365,500,false
14,correlated,6,381,20,11,10.578471138317365,500,false
14,correlated,7,381,20,11,10.578471138317365,500,false
14,correlated,8,381,20,11,10.578471138317365,500,false
14,correlated,9,381,20,11,10.578471138317365,500,false
14,correlated,10,381,20,11,10.578471138317365,500,false
14,correlated,11,381,20,11,10.578471138317365,500,false
14,correlated,12,381,20,11,10.578471138317365,500,false
14,correlated,13,381,20,11,10.578471138317365,500,false
14,correlated,14,381,20,11,10.578471138317365,500,false
14,correlated,15,381,20,11,10.578471138317365,500,false
14,correlated,16,381,20,11,10.578471138317365,500,false
14,correlated,17,381,20,11,10.578471138317365,500,false
14,correlated,18,381,20,11,10.578471138317365,500,false
14,correlated,19,381,20,11,10.578471138317365,500,false
