seed,mode,sec_idx,sec_mean,sec_var,equil_price,total_demand,supply,excess,tat_iters,converged
3,independent,12,6.137615413147483,6.137615413147483,28,100,20,80,500,false
3,independent,9,8.104354831853907,8.104354831853907,54,20,20,0,500,false
3,independent,10,2.853969106895214,2.853969106895214,12,0,20,-20,500,false
3,independent,1,7.699973683147548,7.699973683147548,50,0,20,-20,500,false
3,independent,4,9.954493499100472,9.954493499100472,127,40,20,20,500,false
3,independent,19,3.5887055333220053,3.5887055333220053,16,0,20,-20,500,false
3,independent,2,7.483915799174509,7.483915799174509,42,60,20,40,500,false
3,independent,14,4.308950600483316,4.308950600483316,19,0,20,-20,500,false
3,independent,15,1.2174375068094725,1.2174375068094725,5,0,20,-20,500,false
4,correlated,19,8.358598828800837,8.358598828800837,47,20,20,0,500,false
4,correlated,5,6.616618549014292,6.616618549014292,27,0,20,-20,500,false
4,correlated,1,6.765041131195006,6.765041131195006,28,20,20,0,500,false
4,correlated,17,6.634054472166562,6.634054472166562,27,20,20,0,500,false
4,correlated,10,1.4190690186137953,1.4190690186137953,5,0,20,-20,500,false
4,correlated,3,4.855736065538571,4.855736065538571,19,0,20,-20,500,false
4,correlated,8,8.723585584926285,8.723585584926285,60,20,20,0,500,false
4,correlated,7,8.334051103790188,8.334051103790188,47,20,20,0,500,false
4,correlated,20,8.65921416647242,8.65921416647242,58,20,20,0,500,false
4,correlated,4,4.185982905798236,4.185982905798236,18,0,20,-20,500,false
4,correlated,12,3.1288072466426873,3.1288072466426873,10,80,20,60,500,false
4,correlated,2,3.919978584044424,3.919978584044424,13,40,20,20,500,false
4,correlated,9,4.6336191511034635,4.6336191511034635,17,0,20,-20,500,false
4,correlated,6,6.484064578443942,6.484064578443942,26,20,20,0,500,false
4,correlated,15,7.189507757473125,7.189507757473125,31,40,20,20,500,false
4,correlated,16,5.3611950386871845,5.3611950386871845,19,40,20,20,500,false
4,correlated,18,8.121593405285225,8.121593405285225,44,20,20,0,500,false
4,correlated,11,5.147143824097016,5.147143824097016,18,40,20,20,500,false
4,correlated,14,8.465812810503131,8.465812810503131,49,20,20,0,500,false
4,correlated,13,6.055141213576681,6.055141213576681,24,0,20,-20,500,false
4,independent,19,8.358598828800837,8.358598828800837,49,60,20,40,500,false
4,independent,5,6.616618549014292,6.616618549014292,33,0,20,-20,500,false
4,independent,1,6.765041131195006,6.765041131195006,28,60,20,40,500,false
4,independent,17,6.634054472166562,6.634054472166562,27,60,20,40,500,false
4,independent,10,1.4190690186137953,1.4190690186137953,6,0,20,-20,500,false
4,independent,3,4.855736065538571,4.855736065538571,17,120,20,100,500,false
4,independent,8,8.723585584926285,8.723585584926285,67,20,20,0,500,false
