seed,mode,sec_idx,sec_mean,sec_var,equil_price,total_demand,supply,excess,tat_iters,converged,max_rel_excess
1,correlated,3,4.539439209027526,4.539439209027526,10,0,20,-20,500,false,132.0
1,correlated,13,2.7866881867022952,2.7866881867022952,3,0,20,-20,500,false,132.0
1,correlated,19,4.127620475446891,4.127620475446891,7,100,20,80,500,false,132.0
1,correlated,18,6.952828165162912,6.952828165162912,24,0,20,-20,500,false,132.0
1,correlated,1,1.4425463993330898,1.4425463993330898,1,0,20,-20,500,false,132.0
1,correlated,2,2.0717093476675634,2.0717093476675634,1,1680,20,1660,500,false,132.0
1,correlated,20,8.003338427672418,8.003338427672418,30,80,20,60,500,false,132.0
1,correlated,5,7.226715587807993,7.226715587807993,27,0,20,-20,500,false,132.0
1,correlated,14,1.0737807295902728,1.0737807295902728,1,0,20,-20,500,false,132.0
1,correlated,15,6.328366800644263,6.328366800644263,18,100,20,80,500,false,132.0
1,correlated,6,7.907662486786521,7.907662486786521,33,0,20,-20,500,false,132.0
1,correlated,11,2.244043222509016,2.244043222509016,1,2660,20,2640,500,false,132.0
1,correlated,9,8.563457233738736,8.563457233738736,40,20,20,0,500,false,132.0
1,correlated,12,4.129631629352298,4.129631629352298,7,120,20,100,500,false,132.0
1,correlated,8,8.70145915698616,8.70145915698616,42,20,20,0,500,false,132.0
1,correlated,10,9.01692707337601,9.01692707337601,49,20,20,0,500,false,132.0
1,correlated,16,8.209496304263698,8.209496304263698,33,40,20,20,500,false,132.0
1,correlated,7,1.785277440214681,1.785277440214681,1,0,20,-20,500,false,132.0
1,correlated,4,1.2168487947207494,1.2168487947207494,1,0,20,-20,500,false,132.0
1,correlated,17,8.223046389311413,8.223046389311413,36,0,20,-20,500,false,132.0
1,independent,3,4.539439209027526,4.539439209027526,1,0,20,-20,500,false,436.0
1,independent,13,2.7866881867022952,2.7866881867022952,1,0,20,-20,500,false,436.0
1,independent,19,4.127620475446891,4.127620475446891,1,0,20,-20,500,false,436.0
