seed,mode,agent_idx,cons,sec_count,n_sec_types,utility,tat_iters,converged
1,correlated,1,80,63,9,10.204324723647488,500,false
1,correlated,2,80,63,9,10.204324723647488,500,false
1,correlated,3,80,63,9,10.204324723647488,500,false
1,correlated,4,80,63,9,10.204324723647488,500,false
1,correlated,5,80,63,9,10.204324723647488,500,false
1,correlated,6,80,63,9,10.204324723647488,500,false
1,correlated,7,80,63,9,10.204324723647488,500,false
1,correlated,8,80,63,9,10.204324723647488,500,false
1,correlated,9,80,63,9,10.204324723647488,500,false
1,correlated,10,80,63,9,10.204324723647488,500,false
1,correlated,11,80,63,9,10.204324723647488,500,false
1,correlated,12,80,63,9,10.204324723647488,500,false
1,correlated,13,80,63,9,10.204324723647488,500,false
1,correlated,14,80,63,9,10.204324723647488,500,false
1,correlated,15,80,63,9,10.204324723647488,500,false
1,correlated,16,80,63,9,10.204324723647488,500,false
1,correlated,17,80,63,9,10.204324723647488,500,false
1,correlated,18,80,63,9,10.204324723647488,500,false
1,correlated,19,80,63,9,10.204324723647488,500,false
1,correlated,20,80,63,9,10.204324723647488,500,false
1,independent,1,95,94,3,11.203778335732496,500,false
1,independent,2,95,94,3,11.203778335732496,500,false
1,independent,3,95,94,3,11.203778335732496,500,false
1,independent,4,95,94,3,11.203778335732496,500,false
1,independent,5,95,94,3,11.203778335732496,500,false
1,independent,6,95,94,3,11.203778335732496,500,false
1,independent,7,95,94,3,11.203778335732496,500,false
1,independent,8,95,94,3,11.203778335732496,500,false
1,independent,9,95,94,3,11.203778335732496,500,false
1,independent,10,95,94,3,11.203778335732496,500,false
1,independent,11,95,94,3,11.203778335732496,500,false
1,independent,12,95,94,3,11.203778335732496,500,false
1,independent,13,95,94,3,11.203778335732496,500,false
1,independent,14,95,94,3,11.203778335732496,500,false
1,independent,15,95,94,3,11.203778335732496,500,false
1,independent,16,95,94,3,11.203778335732496,500,false
1,independent,17,95,94,3,11.203778335732496,500,false
1,independent,18,95,94,3,11.203778335732496,500,false
1,independent,19,95,94,3,11.203778335732496,500,false
1,independent,20,95,94,3,11.203778335732496,500,false
2,correlated,1,80,73,10,10.512308920796805,500,false
2,correlated,2,80,73,10,10.512308920796805,500,false
2,correlated,3,80,73,10,10.512308920796805,500,false
2,correlated,4,80,73,10,10.512308920796805,500,false
2,correlated,5,80,73,10,10.512308920796805,500,false
2,correlated,6,80,73,10,10.512308920796805,500,false
2,correlated,7,80,73,10,10.512308920796805,500,false
2,correlated,8,80,73,10,10.512308920796805,500,false
2,correlated,9,80,73,10,10.512308920796805,500,false
2,correlated,10,80,73,10,10.512308920796805,500,false
2,correlated,11,80,73,10,10.512308920796805,500,false
2,correlated,12,80,73,10,10.512308920796805,500,false
2,correlated,13,80,73,10,10.512308920796805,500,false
2,correlated,14,80,73,10,10.512308920796805,500,false
2,correlated,15,80,73,10,10.512308920796805,500,false
2,correlated,16,80,73,10,10.512308920796805,500,false
2,correlated,17,80,73,10,10.512308920796805,500,false
2,correlated,18,80,73,10,10.512308920796805,500,false
2,correlated,19,80,73,10,10.512308920796805,500,false
2,correlated,20,80,73,10,10.512308920796805,500,false
2,independent,1,87,82,4,10.93632990623647,500,false
2,independent,2,87,82,4,10.93632990623647,500,false
2,independent,3,87,82,4,10.93632990623647,500,false
2,independent,4,87,82,4,10.93632990623647,500,false
2,independent,5,87,82,4,10.93632990623647,500,false
2,independent,6,87,82,4,10.93632990623647,500,false
2,independent,7,87,82,4,10.93632990623647,500,false
2,independent,8,87,82,4,10.93632990623647,500,false
2,independent,9,87,82,4,10.93632990623647,500,false
2,independent,10,87,82,4,10.93632990623647,500,false
2,independent,11,87,82,4,10.93632990623647,500,false
2,independent,12,87,82,4,10.93632990623647,500,false
2,independent,13,87,82,4,10.93632990623647,500,false
2,independent,14,87,82,4,10.93632990623647,500,false
2,independent,15,87,82,4,10.93632990623647,500,false
2,independent,16,87,82,4,10.93632990623647,500,false
2,independent,17,87,82,4,10.93632990623647,500,false
2,independent,18,87,82,4,10.93632990623647,500,false
2,independent,19,87,82,4,10.93632990623647,500,false
2,independent,20,87,82,4,10.93632990623647,500,false
3,correlated,1,78,73,6,10.363291209151667,500,false
3,correlated,2,78,73,6,10.363291209151667,500,false
3,correlated,3,78,73,6,10.363291209151667,500,false
3,correlated,4,78,73,6,10.363291209151667,500,false
3,correlated,5,78,73,6,10.363291209151667,500,false
3,correlated,6,78,73,6,10.363291209151667,500,false
3,correlated,7,78,73,6,10.363291209151667,500,false
3,correlated,8,78,73,6,10.363291209151667,500,false
3,correlated,9,78,73,6,10.363291209151667,500,false
3,correlated,10,78,73,6,10.363291209151667,500,false
3,correlated,11,78,73,6,10.363291209151667,500,false
3,correlated,12,78,73,6,10.363291209151667,500,false
3,correlated,13,78,73,6,10.363291209151667,500,false
3,correlated,14,78,73,6,10.363291209151667,500,false
3,correlated,15,78,73,6,10.363291209151667,500,false
3,correlated,16,78,73,6,10.363291209151667,500,false
3,correlated,17,78,73,6,10.363291209151667,500,false
3,correlated,18,78,73,6,10.363291209151667,500,false
3,correlated,19,78,73,6,10.363291209151667,500,false
3,correlated,20,78,73,6,10.363291209151667,500,false
3,independent,1,82,80,3,10.832185867590018,500,false
3,independent,2,82,80,3,10.832185867590018,500,false
3,independent,3,82,80,3,10.832185867590018,500,false
3,independent,4,82,80,3,10.832185867590018,500,false
3,independent,5,82,80,3,10.832185867590018,500,false
3,independent,6,82,80,3,10.832185867590018,500,false
3,independent,7,82,80,3,10.832185867590018,500,false
3,independent,8,82,80,3,10.832185867590018,500,false
3,independent,9,82,80,3,10.832185867590018,500,false
3,independent,10,82,80,3,10.832185867590018,500,false
3,independent,11,82,80,3,10.832185867590018,500,false
3,independent,12,82,80,3,10.832185867590018,500,false
3,independent,13,82,80,3,10.832185867590018,500,false
3,independent,14,82,80,3,10.832185867590018,500,false
3,independent,15,82,80,3,10.832185867590018,500,false
3,independent,16,82,80,3,10.832185867590018,500,false
3,independent,17,82,80,3,10.832185867590018,500,false
3,independent,18,82,80,3,10.832185867590018,500,false
3,independent,19,82,80,3,10.832185867590018,500,false
3,independent,20,82,80,3,10.832185867590018,500,false
4,correlated,1,86,85,8,10.78852494641077,500,false
4,correlated,2,86,85,8,10.78852494641077,500,false
4,correlated,3,86,85,8,10.78852494641077,500,false
4,correlated,4,86,85,8,10.78852494641077,500,false
4,correlated,5,86,85,8,10.78852494641077,500,false
4,correlated,6,86,85,8,10.78852494641077,500,false
4,correlated,7,86,85,8,10.78852494641077,500,false
4,correlated,8,86,85,8,10.78852494641077,500,false
4,correlated,9,86,85,8,10.78852494641077,500,false
4,correlated,10,86,85,8,10.78852494641077,500,false
4,correlated,11,86,85,8,10.78852494641077,500,false
4,correlated,12,86,85,8,10.78852494641077,500,false
4,correlated,13,86,85,8,10.78852494641077,500,false
4,correlated,14,86,85,8,10.78852494641077,500,false
4,correlated,15,86,85,8,10.78852494641077,500,false
4,correlated,16,86,85,8,10.78852494641077,500,false
4,correlated,17,86,85,8,10.78852494641077,500,false
4,correlated,18,86,85,8,10.78852494641077,500,false
4,correlated,19,86,85,8,10.78852494641077,500,false
4,correlated,20,86,85,8,10.78852494641077,500,false
4,independent,1,97,96,3,11.262931014084323,500,false
4,independent,2,97,96,3,11.262931014084323,500,false
4,independent,3,97,96,3,11.262931014084323,500,false
4,independent,4,97,96,3,11.262931014084323,500,false
4,independent,5,97,96,3,11.262931014084323,500,false
4,independent,6,97,96,3,11.262931014084323,500,false
4,independent,7,97,96,3,11.262931014084323,500,false
4,independent,8,97,96,3,11.262931014084323,500,false
4,independent,9,97,96,3,11.262931014084323,500,false
4,independent,10,97,96,3,11.262931014084323,500,false
4,independent,11,97,96,3,11.262931014084323,500,false
4,independent,12,97,96,3,11.262931014084323,500,false
4,independent,13,97,96,3,11.262931014084323,500,false
4,independent,14,97,96,3,11.262931014084323,500,false
4,independent,15,97,96,3,11.262931014084323,500,false
4,independent,16,97,96,3,11.262931014084323,500,false
4,independent,17,97,96,3,11.262931014084323,500,false
4,independent,18,97,96,3,11.262931014084323,500,false
4,independent,19,97,96,3,11.262931014084323,500,false
4,independent,20,97,96,3,11.262931014084323,500,false
5,correlated,1,77,68,9,10.30432331340419,500,false
5,correlated,2,77,68,9,10.30432331340419,500,false
5,correlated,3,77,68,9,10.30432331340419,500,false
5,correlated,4,77,68,9,10.30432331340419,500,false
5,correlated,5,77,68,9,10.30432331340419,500,false
5,correlated,6,77,68,9,10.30432331340419,500,false
5,correlated,7,77,68,9,10.30432331340419,500,false
5,correlated,8,77,68,9,10.30432331340419,500,false
5,correlated,9,77,68,9,10.30432331340419,500,false
5,correlated,10,77,68,9,10.30432331340419,500,false
5,correlated,11,77,68,9,10.30432331340419,500,false
5,correlated,12,77,68,9,10.30432331340419,500,false
5,correlated,13,77,68,9,10.30432331340419,500,false
5,correlated,14,77,68,9,10.30432331340419,500,false
5,correlated,15,77,68,9,10.30432331340419,500,false
5,correlated,16,77,68,9,10.30432331340419,500,false
5,correlated,17,77,68,9,10.30432331340419,500,false
5,correlated,18,77,68,9,10.30432331340419,500,false
5,correlated,19,77,68,9,10.30432331340419,500,false
5,correlated,20,77,68,9,10.30432331340419,500,false
5,independent,1,87,87,3,11.0322572710193,500,false
5,independent,2,87,87,3,11.0322572710193,500,false
5,independent,3,87,87,3,11.0322572710193,500,false
5,independent,4,87,87,3,11.0322572710193,500,false
